Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Itemization Type
9/08/2025,15:26:09,Sanrio,Kuro with Bowtie- DIY Figurine Painting Kit,1,$42.92,-$22.50,$20.42,Physical Good
9/08/2025,14:46:03,None,Dragon Cutie - DIY Figurine Painting Kit,1,$36.31,$0.00,$36.31,Physical Good
9/08/2025,14:45:17,Couple,Couple Cat - DIY Figurine Painting Kit,1,$49.92,$0.00,$49.92,Physical Good
9/08/2025,14:30:57,None,Capybara Bathtub - DIY Figurine Painting Kit,1,$47.58,-$23.81,$23.77,Physical Good
9/08/2025,14:30:57,None,Capybara Turtle Hat - DIY Figurine Painting Kit,1,$52.34,-$26.19,$26.15,Physical Good
9/08/2025,14:26:58,None,Kir On Star - DIY Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
9/08/2025,14:26:07,None,Kir On Star - DIY Figurine Painting Kit,1,$40.91,$0.00,$40.91,Physical Good
9/08/2025,12:53:00,None,Capybara Bathtub - DIY Figurine Painting Kit,1,$45.38,$0.00,$45.38,Physical Good
9/08/2025,12:43:56,Pokemon Characters,Pok the Bulb Ice Cream - DIY  Figurine Painting Kit,1,$36.30,$0.00,$36.30,Physical Good
9/08/2025,12:43:56,Pokemon Characters,Pok the Snor Ice Cream - DIY  Figurine Painting Kit,1,$36.31,$0.00,$36.31,Physical Good
9/08/2025,12:37:49,Sanrio,Kuro the Eclipse - DIY Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
9/08/2025,12:37:49,Beverages,Drink - COKE,1,$3.63,$0.00,$3.63,Physical Good
9/08/2025,12:37:49,Beverages,Drink - WATER,1,$3.63,$0.00,$3.63,Physical Good
8/08/2025,18:08:55,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
8/08/2025,17:25:04,Couple,Couple Cat - DIY Figurine Painting Kit,1,$49.92,$0.00,$49.92,Physical Good
8/08/2025,16:18:20,None,Capybara Bathtub - DIY Figurine Painting Kit,1,$45.45,$0.00,$45.45,Physical Good
8/08/2025,14:17:29,Couple,Couple Cat - DIY Figurine Painting Kit,1,$49.92,$0.00,$49.92,Physical Good
8/08/2025,13:06:42,Beverages,Drink - Red Bull,1,$5.72,-$3.00,$2.72,Physical Good
8/08/2025,12:21:58,None,Dragon Baby - DIY Figurine Painting Kit,1,$40.91,$0.00,$40.91,Physical Good
7/08/2025,17:39:30,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
7/08/2025,17:39:30,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
7/08/2025,17:37:06,SP GIRL - SKULLPANDA,SP Suit Tie - DIY Figurine Painting Kit,1,$43.15,-$25.00,$18.15,Physical Good
7/08/2025,17:36:51,SP GIRL - SKULLPANDA,SP the Mummy - DIY  Figurine Painting Kit,1,$43.15,-$25.00,$18.15,Physical Good
7/08/2025,14:01:25,None,Dor the Bat - DIY Plaster Figurine Painting Kit,2,$81.69,$0.00,$81.69,Physical Good
6/08/2025,20:56:58,None,Gloss Varnish,1,$5.00,-$5.00,$0.00,Service
6/08/2025,18:28:48,None,Piggy in Bathtub - DIY  Figurine Painting Kit,1,$40.00,-$40.00,$0.00,Physical Good
6/08/2025,18:25:15,SP GIRL - SKULLPANDA,SP the Emperor - DIY  Figurine Painting Kit,1,$45.00,-$45.00,$0.00,Physical Good
6/08/2025,18:25:15,None,Gloss Varnish,1,$5.00,-$5.00,$0.00,Service
6/08/2025,17:56:39,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
6/08/2025,17:36:55,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
6/08/2025,17:12:30,Beverages,Drink - WATER,1,$4.00,-$4.00,$0.00,Physical Good
6/08/2025,17:10:50,None,Gloss Varnish,1,$5.00,-$5.00,$0.00,Service
6/08/2025,15:59:37,None,Bowtie Cat School Girl - DIY Figurine Painting Kit,1,$45.38,$0.00,$45.38,Physical Good
6/08/2025,15:06:16,None,Teddy with Tote - DIY Figurine Painting Kit,2,$77.23,-$50.00,$27.23,Physical Good
6/08/2025,15:02:04,None,Dor the Captain US - DIY Plaster Figurine Painting Kit,1,$35.00,-$35.00,$0.00,Physical Good
5/08/2025,19:04:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
5/08/2025,19:04:00,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
5/08/2025,18:36:36,Beverages,Drink - Banana Milk,2,$7.27,$0.00,$7.27,Physical Good
5/08/2025,17:40:13,Beverages,Drink - Red Bull,1,$5.72,-$3.00,$2.72,Physical Good
5/08/2025,17:12:56,None,Rabbit with Ice Cream - DIY  Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
5/08/2025,16:14:36,None,Sleeping Angel - DIY  Figurine Painting Kit,1,$45.38,$0.00,$45.38,Physical Good
5/08/2025,16:12:15,None,Kuro the Princess - DIY Figurine Painting Kit,1,$45.00,-$45.00,$0.00,Physical Good
5/08/2025,15:57:27,None,Piggy goes to School - DIY Figurine Painting Kit,1,$36.31,$0.00,$36.31,Physical Good
5/08/2025,15:57:27,None,Kir On Star - DIY Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
5/08/2025,15:52:02,None,Teddy with Tote - DIY Figurine Painting Kit,1,$36.31,$0.00,$36.31,Physical Good
5/08/2025,15:30:12,SP GIRL - SKULLPANDA,SP the Emperor - DIY  Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
5/08/2025,15:30:12,SP GIRL - SKULLPANDA,SP the Mummy - DIY  Figurine Painting Kit,1,$40.85,$0.00,$40.85,Physical Good
5/08/2025,14:45:43,None,Gloss Varnish,1,$5.00,-$5.00,$0.00,Service
5/08/2025,14:45:43,None,Gloss Varnish,1,$5.00,-$5.00,$0.00,Service
5/08/2025,14:09:36,Pokemon Characters,Pok the Pi Ice Cream - DIY  Figurine Painting Kit,1,$31.77,$0.00,$31.77,Physical Good
5/08/2025,14:09:36,None,Kuro the Princess - DIY Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
5/08/2025,12:05:48,Raws/Kaws,Raws the OG - DIY  Figurine Painting Kit,1,$50.00,-$50.00,$0.00,Physical Good
5/08/2025,12:05:48,Bear Stick / Bear Brick,Bear Stick Rainbow Heart - DIY Figurine Painting Kit,1,$45.00,-$45.00,$0.00,Physical Good
3/08/2025,19:50:27,Beverages,Drink - COKE,1,$3.63,$0.00,$3.63,Physical Good
3/08/2025,19:49:59,None,Peach Baby - DIY  Figurine Painting Kit,1,$36.31,$0.00,$36.31,Physical Good
3/08/2025,19:49:59,SP GIRL - SKULLPANDA,SP the Beret Hat - DIY  Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
3/08/2025,19:49:59,None,Bowtie Cat School Girl - DIY Figurine Painting Kit,1,$45.38,$0.00,$45.38,Physical Good
3/08/2025,19:49:59,None,Dino I Meet You - DIY Figurine Painting Kit,1,$36.30,$0.00,$36.30,Physical Good
3/08/2025,19:49:59,Beverages,Drink - Lipton LEMON,1,$5.45,$0.00,$5.45,Physical Good
3/08/2025,19:35:40,None,Capybara Bathtub - DIY Figurine Painting Kit,1,$47.87,-$26.88,$20.99,Physical Good
3/08/2025,19:35:40,None,Larva Red - DIY Figurine Painting Kit,1,$33.50,-$18.82,$14.68,Physical Good
3/08/2025,19:35:40,Beverages,Drink - COKE ZERO,1,$3.83,-$2.15,$1.68,Physical Good
3/08/2025,19:35:40,Beverages,Drink - WATER,1,$3.83,-$2.15,$1.68,Physical Good
3/08/2025,19:32:17,None,Custom Amount,1,$63.64,$0.00,$63.64,
3/08/2025,18:41:16,Bear Stick / Bear Brick,Bear Stick Rainbow - DIY Figurine Painting Kit,1,$42.94,-$22.73,$20.21,Physical Good
3/08/2025,18:41:16,None,Bear Prism - DIY Figurine Painting Kit,1,$47.71,-$25.25,$22.46,Physical Good
3/08/2025,18:41:16,Beverages,Drink - COKE ZERO,1,$3.82,-$2.02,$1.80,Physical Good
3/08/2025,18:05:58,Beverages,Drink - WATER,1,$3.63,$0.00,$3.63,Physical Good
3/08/2025,18:05:58,Beverages,Drink - Melon Water,1,$4.54,$0.00,$4.54,Physical Good
3/08/2025,17:59:09,Sanrio,Kuro the King - DIY Figurine Painting Kit,1,$43.03,-$23.68,$19.35,Physical Good
3/08/2025,17:59:09,None,Dor with Headphones - DIY Figurine Painting Kit,1,$47.81,-$26.32,$21.49,Physical Good
3/08/2025,17:38:54,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
3/08/2025,16:16:26,SP GIRL - SKULLPANDA,SP the Beret Hat - DIY  Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
3/08/2025,16:16:26,SP GIRL - SKULLPANDA,SP the Emperor - DIY  Figurine Painting Kit,1,$40.85,$0.00,$40.85,Physical Good
3/08/2025,15:46:26,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
3/08/2025,15:34:14,Couple,Couple Lucky Cat - DIY Figurine Painting Kit,1,$49.92,$0.00,$49.92,Physical Good
3/08/2025,15:33:27,Couple,Couple Cat - DIY Figurine Painting Kit,1,$49.92,$0.00,$49.92,Physical Good
3/08/2025,14:50:16,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
3/08/2025,14:50:16,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
3/08/2025,14:37:14,None,Dragon Cutie - DIY Figurine Painting Kit,3,$108.92,$0.00,$108.92,Physical Good
3/08/2025,14:37:14,None,Teddy with Tote - DIY Figurine Painting Kit,1,$36.30,$0.00,$36.30,Physical Good
3/08/2025,14:37:14,None,Mermaid - DIY Figurine Painting Kit,1,$31.77,$0.00,$31.77,Physical Good
3/08/2025,14:29:49,None,Capybara Bathtub - DIY Figurine Painting Kit,1,$45.38,$0.00,$45.38,Physical Good
3/08/2025,12:31:31,None,Piggy goes to School - DIY Figurine Painting Kit,1,$36.31,$0.00,$36.31,Physical Good
3/08/2025,12:31:31,None,Larva Red - DIY Figurine Painting Kit,1,$31.77,$0.00,$31.77,Physical Good
3/08/2025,12:31:31,SP GIRL - SKULLPANDA,SP the Emperor - DIY  Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
3/08/2025,11:34:10,None,Piggy goes to School - DIY Figurine Painting Kit,1,$38.36,-$22.22,$16.14,Physical Good
3/08/2025,11:34:10,None,Bear Prism - DIY Figurine Painting Kit,1,$47.95,-$27.78,$20.17,Physical Good
3/08/2025,11:21:00,None,Teddy with Tote - DIY Figurine Painting Kit,1,$38.64,-$25.00,$13.64,Physical Good
3/08/2025,11:17:53,None,Teddy with Tote - DIY Figurine Painting Kit,1,$38.61,-$25.00,$13.61,Physical Good
3/08/2025,11:17:05,SP GIRL - SKULLPANDA,SP the Mummy - DIY  Figurine Painting Kit,1,$43.15,-$25.00,$18.15,Physical Good
3/08/2025,11:16:20,None,Dragon Cutie - DIY Figurine Painting Kit,1,$38.61,-$25.00,$13.61,Physical Good
3/08/2025,11:15:32,None,Dragon Cutie - DIY Figurine Painting Kit,1,$38.61,-$25.00,$13.61,Physical Good
2/08/2025,20:09:21,None,Apple Baby - DIY Figurine Painting Kit,1,$36.31,$0.00,$36.31,Physical Good
2/08/2025,18:15:59,None,Superhero the Captain US Hoodie - DIY Figurine Painting Kit,1,$36.31,$0.00,$36.31,Physical Good
2/08/2025,17:59:42,None,Rabbit with Glasses - DIY  Figurine Painting Kit,1,$36.31,$0.00,$36.31,Physical Good
2/08/2025,17:59:42,Pokemon Characters,Pok the Blas Turtle - DIY  Figurine Painting Kit,1,$45.38,$0.00,$45.38,Physical Good
2/08/2025,17:15:54,Couple,Couple Lucky Cat - DIY Figurine Painting Kit,1,$49.92,$0.00,$49.92,Physical Good
2/08/2025,16:45:37,None,Bear Prism - DIY Figurine Painting Kit,1,$47.81,-$26.32,$21.49,Physical Good
2/08/2025,16:45:37,Bear Stick / Bear Brick,Bear Stick Rainbow - DIY Figurine Painting Kit,1,$43.03,-$23.68,$19.35,Physical Good
2/08/2025,16:10:32,Couple,Couple Cat - DIY Figurine Painting Kit,1,$54.54,-$50.00,$4.54,Physical Good
2/08/2025,15:55:19,Beverages,Drink - Milkis,1,$3.63,$0.00,$3.63,Physical Good
2/08/2025,15:55:08,Beverages,Drink - Milkis,1,$3.63,$0.00,$3.63,Physical Good
2/08/2025,15:48:45,None,Capybara Turtle Hat - DIY Figurine Painting Kit,1,$49.92,$0.00,$49.92,Physical Good
2/08/2025,15:48:06,Pokemon Characters,Pok the Pi on Saturn - DIY  Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
2/08/2025,15:45:37,None,Strawberry Bear Balloon - DIY Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
2/08/2025,15:45:37,Beverages,Drink - Milkis,1,$3.63,$0.00,$3.63,Physical Good
2/08/2025,15:25:10,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
2/08/2025,15:18:15,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
2/08/2025,14:55:51,Beverages,Drink - WATER,1,$3.63,$0.00,$3.63,Physical Good
2/08/2025,14:43:28,None,Gloss Varnish,1,$5.00,-$5.00,$0.00,Service
2/08/2025,14:38:20,None,Dor the Captain US - DIY Plaster Figurine Painting Kit,1,$31.77,$0.00,$31.77,Physical Good
2/08/2025,14:38:20,Bear Stick / Bear Brick,Bear Stick Heart - DIY Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
2/08/2025,14:23:13,SP GIRL - SKULLPANDA,SP the Beret Hat - DIY  Figurine Painting Kit,1,$43.16,-$25.00,$18.16,Physical Good
2/08/2025,14:23:13,SP GIRL - SKULLPANDA,SP the Emperor - DIY  Figurine Painting Kit,1,$43.15,-$25.00,$18.15,Physical Good
2/08/2025,14:19:23,None,Gloss Varnish,1,$5.00,-$5.00,$0.00,Service
2/08/2025,13:08:16,None,Piggy goes to School - DIY Figurine Painting Kit,1,$36.31,$0.00,$36.31,Physical Good
2/08/2025,13:08:16,None,Shin the Racer Boy - DIY  Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
2/08/2025,13:08:16,Beverages,Drink - Milkis,1,$3.63,$0.00,$3.63,Physical Good
2/08/2025,11:51:20,None,Kir On Star - DIY Figurine Painting Kit,1,$40.91,$0.00,$40.91,Physical Good
2/08/2025,11:50:33,SP GIRL - SKULLPANDA,SP the Emperor - DIY  Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
1/08/2025,20:40:05,Beverages,Drink - WATER,1,$3.64,$0.00,$3.64,Physical Good
1/08/2025,20:40:05,Beverages,Drink - Lipton PEACH,1,$5.45,$0.00,$5.45,Physical Good
1/08/2025,20:40:05,Beverages,Drink - Genki Sparkling Water,1,$4.55,$0.00,$4.55,Physical Good
1/08/2025,20:06:26,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
1/08/2025,19:44:10,Bear Stick / Bear Brick,Bear Stick Rainbow - DIY Figurine Painting Kit,1,$43.29,-$26.47,$16.82,Physical Good
1/08/2025,19:44:10,None,Teddy with Tote - DIY Figurine Painting Kit,1,$38.48,-$23.53,$14.95,Physical Good
1/08/2025,19:38:07,None,Dor the Bat - DIY Plaster Figurine Painting Kit,1,$43.06,-$23.94,$19.12,Physical Good
1/08/2025,19:38:07,None,Kuro the Princess - DIY Figurine Painting Kit,1,$43.05,-$23.93,$19.12,Physical Good
1/08/2025,19:38:07,Beverages,Drink - WATER,1,$3.83,-$2.13,$1.70,Physical Good
1/08/2025,19:05:03,None,Strawberry Bear Balloon - DIY Figurine Painting Kit,1,$43.29,-$26.47,$16.82,Physical Good
1/08/2025,19:05:03,None,Grandpa - DIY Figurine Painting Kit,1,$38.48,-$23.53,$14.95,Physical Good
1/08/2025,19:05:03,None,Teddy with Tote - DIY Figurine Painting Kit,1,$38.48,-$23.53,$14.95,Physical Good
1/08/2025,19:05:03,None,Kir On Star - DIY Figurine Painting Kit,1,$43.28,-$26.47,$16.81,Physical Good
1/08/2025,18:35:04,Beverages,Drink - WATER,1,$3.82,-$2.00,$1.82,Physical Good
1/08/2025,18:33:05,None,Pizza Ninja - DIY  Figurine Painting Kit,1,$40.91,$0.00,$40.91,Physical Good
1/08/2025,18:33:05,None,Kir On Star - DIY Figurine Painting Kit,1,$40.91,$0.00,$40.91,Physical Good
1/08/2025,18:30:07,None,Kir On Star - DIY Figurine Painting Kit,1,$40.84,$0.00,$40.84,Physical Good
