Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Itemization Type
28/07/2024,15:28:42,Kuromi,Kuromi - Evil Large,1,$45.38,$0.00,$45.38,Physical Good
28/07/2024,15:28:15,None,Puppy - Glasses,1,$36.31,$0.00,$36.31,Physical Good
28/07/2024,15:23:51,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
28/07/2024,15:05:00,None,Elephant,1,$33.92,-$23.33,$10.59,Physical Good
28/07/2024,15:05:00,None,Dora,1,$38.77,-$26.67,$12.10,Physical Good
28/07/2024,14:48:37,None,Ducky - Star,1,$40.91,$0.00,$40.91,Physical Good
28/07/2024,14:48:37,None,Elephant,1,$31.82,$0.00,$31.82,Physical Good
28/07/2024,14:48:37,None,Dino Baby Dummy,1,$36.36,$0.00,$36.36,Physical Good
28/07/2024,14:39:54,Beverages,Water - Bottle,1,$2.72,$0.00,$2.72,Physical Good
28/07/2024,14:26:01,None,Cat Lady - Bottle,1,$36.31,$0.00,$36.31,Physical Good
28/07/2024,14:25:02,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
28/07/2024,14:22:22,None,Rabbit - Strawberry Bag,1,$31.77,$0.00,$31.77,Physical Good
28/07/2024,14:20:50,None,Lion - Large,1,$36.31,$0.00,$36.31,Physical Good
28/07/2024,14:20:50,None,House,1,$36.30,$0.00,$36.30,Physical Good
28/07/2024,14:20:50,Beverages,Drink - Banana Milk,1,$3.41,$0.00,$3.41,Physical Good
28/07/2024,14:20:50,Beverages,Water - Bottle,1,$2.72,$0.00,$2.72,Physical Good
28/07/2024,14:15:04,Piggy,Piggy Bottle,1,$36.31,$0.00,$36.31,Physical Good
28/07/2024,14:15:04,Kuromi,Kuromi - Evil Large,1,$45.38,$0.00,$45.38,Physical Good
28/07/2024,14:12:06,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
28/07/2024,13:57:33,None,Kaws,1,$45.45,$0.00,$45.45,Physical Good
28/07/2024,13:57:33,None,Kirby on Star,1,$40.91,$0.00,$40.91,Physical Good
28/07/2024,13:57:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
28/07/2024,13:51:12,None,Rabbit - Happy Sleepy,1,$36.31,$0.00,$36.31,Physical Good
28/07/2024,13:51:12,Couple,Couple - Banana,1,$49.92,$0.00,$49.92,Physical Good
28/07/2024,13:43:47,None,Repeat painting,1,$9.08,$0.00,$9.08,Service
28/07/2024,13:43:47,None,Repeat painting,1,$9.07,$0.00,$9.07,Service
28/07/2024,13:43:47,None,Repeat painting,1,$9.08,$0.00,$9.08,Service
28/07/2024,13:43:47,None,Ducky - Bag,1,$36.30,$0.00,$36.30,Physical Good
28/07/2024,13:39:43,None,Marvel,1,$45.38,$0.00,$45.38,Physical Good
28/07/2024,13:35:01,None,Cute Dragon,1,$36.31,$0.00,$36.31,Physical Good
28/07/2024,13:34:45,None,Kirby on Star,1,$40.84,$0.00,$40.84,Physical Good
28/07/2024,13:28:37,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
28/07/2024,13:28:20,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
28/07/2024,13:25:51,Couple,Couple - Banana,1,$49.92,$0.00,$49.92,Physical Good
28/07/2024,13:24:32,Kuromi,Kuromi - Clown,1,$40.91,$0.00,$40.91,Physical Good
28/07/2024,13:01:18,Beverages,Water - Bottle,2,$5.45,$0.00,$5.45,Physical Good
28/07/2024,12:49:00,None,Luffy,1,$40.84,$0.00,$40.84,Physical Good
28/07/2024,12:49:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
28/07/2024,12:48:01,Kuromi,Kuromi - Clown,1,$40.84,$0.00,$40.84,Physical Good
28/07/2024,12:48:01,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
28/07/2024,12:40:14,None,Bear Holder,2,$117.99,$0.00,$117.99,Physical Good
28/07/2024,11:37:47,None,Apple Baby,1,$31.77,$0.00,$31.77,Physical Good
28/07/2024,11:37:04,None,Ducky - Star,1,$40.84,$0.00,$40.84,Physical Good
28/07/2024,11:36:39,None,Rabbit - Glasses,1,$38.61,-$25.00,$13.61,Physical Good
28/07/2024,11:35:57,None,Elephant,1,$34.08,-$25.00,$9.08,Physical Good
28/07/2024,11:34:09,None,Lava,1,$31.77,$0.00,$31.77,Physical Good
28/07/2024,11:32:52,None,Dino Baby,1,$36.31,$0.00,$36.31,Physical Good
28/07/2024,11:32:29,None,Purin,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,22:38:37,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,22:38:37,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,22:36:43,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,22:36:43,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,22:36:43,None,Gloss Varnish,1,$4.53,$0.00,$4.53,Service
27/07/2024,21:57:47,None,Angel - Small,1,$31.77,$0.00,$31.77,Physical Good
27/07/2024,21:57:47,None,Ducky - Bag,1,$36.30,$0.00,$36.30,Physical Good
27/07/2024,21:34:53,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,21:34:53,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,21:31:04,None,Tea - C2,1,$4.08,$0.00,$4.08,Physical Good
27/07/2024,21:01:40,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,21:01:40,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,20:39:05,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,Physical Good
27/07/2024,20:16:35,Skull Panda,Skull Panda 2,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,20:16:35,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,19:58:35,Beverages,Water - Bottle,1,$2.72,$0.00,$2.72,Physical Good
27/07/2024,19:52:39,Kuromi,Kuromi - Bowtie,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,19:52:39,None,Ducky - Bag,1,$36.31,$0.00,$36.31,Physical Good
27/07/2024,19:48:29,None,Teddy With Tote,1,$36.31,$0.00,$36.31,Physical Good
27/07/2024,19:41:49,None,Dino Baby Dummy,1,$36.31,$0.00,$36.31,Physical Good
27/07/2024,19:41:26,None,Lotso Bear - Strawberry,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,19:32:28,None,Skull Panda - Rabbit Trainer,1,$45.38,$0.00,$45.38,Physical Good
27/07/2024,19:32:28,None,Ducky - Star,1,$40.85,$0.00,$40.85,Physical Good
27/07/2024,19:11:04,Beverages,Water - Bottle,1,$2.72,$0.00,$2.72,Physical Good
27/07/2024,18:50:18,None,Baby Dragon,1,$36.31,$0.00,$36.31,Physical Good
27/07/2024,18:50:18,Piggy,Piggy - Watermelon,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,18:27:22,None,Teddy With Tote,1,$36.30,$0.00,$36.30,Physical Good
27/07/2024,18:27:22,None,Baby Dragon,1,$36.31,$0.00,$36.31,Physical Good
27/07/2024,18:17:28,None,Skull Panda - Rabbit Trainer,1,$45.38,$0.00,$45.38,Physical Good
27/07/2024,18:17:28,None,doreamon batman,1,$45.38,$0.00,$45.38,Physical Good
27/07/2024,17:59:54,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,17:36:28,Kuromi,Kuromi - Bowtie,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,17:36:28,None,Naruto,1,$40.85,$0.00,$40.85,Physical Good
27/07/2024,17:28:22,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,17:23:29,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,17:06:53,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,17:00:44,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,17:00:44,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,16:54:55,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,16:49:42,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,16:33:48,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,16:32:38,Piggy,Piggy - Watermelon,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,16:12:19,None,Cat Lady - Bottle,1,$38.62,-$25.00,$13.62,Physical Good
27/07/2024,16:12:19,None,Puppy - Glasses,1,$38.61,-$25.00,$13.61,Physical Good
27/07/2024,16:06:46,None,Ducky - Bag,1,$36.30,$0.00,$36.30,Physical Good
27/07/2024,16:06:46,None,Rabbit - Strawberry Bag,1,$31.77,$0.00,$31.77,Physical Good
27/07/2024,16:00:46,Couple,Couple - Avo Duck,1,$49.92,$0.00,$49.92,Physical Good
27/07/2024,15:35:19,Piggy,Piggy - Watermelon,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,15:34:06,None,Rabbit - Glasses,1,$36.31,$0.00,$36.31,Physical Good
27/07/2024,15:34:06,Skull Panda,Skull Panda 3,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,15:24:06,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,15:22:28,None,Gloss Varnish,1,$4.55,$0.00,$4.55,Service
27/07/2024,15:21:28,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,15:20:20,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,15:18:13,None,Rabbit - Happy Sleepy,2,$72.61,$0.00,$72.61,Physical Good
27/07/2024,15:17:46,None,Kirby on Star,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,15:17:29,Skull Panda,Skull Panda 4,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,15:11:24,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,15:11:24,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,14:51:41,None,Rabbit - Happy Sleepy,1,$36.31,$0.00,$36.31,Physical Good
27/07/2024,14:51:16,None,Grandpa,1,$36.31,$0.00,$36.31,Physical Good
27/07/2024,14:43:01,None,Kaws,1,$45.38,$0.00,$45.38,Physical Good
27/07/2024,14:43:01,None,Luffy,1,$40.85,$0.00,$40.85,Physical Good
27/07/2024,14:40:11,Couple,Couple - Avo Duck,1,$49.92,$0.00,$49.92,Physical Good
27/07/2024,14:35:40,None,Fox Nine Tailed - Large,1,$49.92,$0.00,$49.92,Physical Good
27/07/2024,14:35:40,None,Stitch - Dragon Hat,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,14:30:53,Piggy,Piggy - Watermelon,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,14:30:17,None,Bear Holder,1,$59.00,$0.00,$59.00,Physical Good
27/07/2024,14:23:32,None,Baby Dragon,1,$36.31,$0.00,$36.31,Physical Good
27/07/2024,14:22:34,None,Rabbit - Glasses,1,$36.36,$0.00,$36.36,Physical Good
27/07/2024,14:17:54,None,Rabbit - Strawberry Bag,1,$31.77,$0.00,$31.77,Physical Good
27/07/2024,14:17:25,None,Stitch - Hat,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,14:16:43,None,Bear Holder,1,$59.09,$0.00,$59.09,Physical Good
27/07/2024,13:59:17,Couple,Couple - Banana,1,$49.92,$0.00,$49.92,Physical Good
27/07/2024,13:34:56,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
27/07/2024,13:27:21,None,Kirby on Star,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,13:27:21,None,Elephant,1,$31.77,$0.00,$31.77,Physical Good
27/07/2024,13:21:34,None,Dino - Disco,1,$40.91,$0.00,$40.91,Physical Good
27/07/2024,13:21:34,None,Cat - Milk Bottle,1,$40.91,$0.00,$40.91,Physical Good
27/07/2024,13:04:44,None,Stitch - Hat,1,$43.11,-$24.52,$18.59,Physical Good
27/07/2024,13:04:44,None,Rabbit - Happy Sleepy,1,$38.31,-$21.80,$16.51,Physical Good
27/07/2024,13:04:44,Beverages,Drink - Banana Milk,1,$3.59,-$2.04,$1.55,Physical Good
27/07/2024,13:04:44,Beverages,Soft Drink - Can,1,$2.88,-$1.64,$1.24,Physical Good
27/07/2024,13:03:46,None,Luffy,1,$43.01,-$23.44,$19.57,Physical Good
27/07/2024,13:03:46,Beverages,Soft Drink - Can,1,$2.87,-$1.56,$1.31,Physical Good
27/07/2024,13:03:10,None,Naruto,1,$42.60,-$19.07,$23.53,Physical Good
27/07/2024,13:03:10,None,Bear Holder,1,$61.54,-$27.54,$34.00,Physical Good
27/07/2024,13:03:10,Beverages,Water - Bottle,1,$2.84,-$1.27,$1.57,Physical Good
27/07/2024,13:03:10,Beverages,Tea - Lipton,1,$4.74,-$2.12,$2.62,Physical Good
27/07/2024,13:01:24,None,Fox Nine Tailed - Large,1,$52.37,-$26.51,$25.86,Physical Good
27/07/2024,13:01:24,None,Lion - Large,1,$38.09,-$19.27,$18.82,Physical Good
27/07/2024,13:01:24,Beverages,Drink - Banana Milk,1,$3.57,-$1.81,$1.76,Physical Good
27/07/2024,13:01:24,Beverages,Tea - Lipton,1,$4.76,-$2.41,$2.35,Physical Good
27/07/2024,12:37:57,Skull Panda,Skull Panda 4,1,$40.84,$0.00,$40.84,Physical Good
27/07/2024,12:37:57,None,Puppy - Glasses,1,$36.31,$0.00,$36.31,Physical Good
27/07/2024,12:02:01,None,Kaws,1,$45.45,$0.00,$45.45,Physical Good
27/07/2024,12:02:01,Piggy,Piggy - Watermelon,1,$40.91,$0.00,$40.91,Physical Good
27/07/2024,11:49:40,None,Kaws,1,$45.38,$0.00,$45.38,Physical Good
27/07/2024,11:49:40,None,Cute Dragon,1,$36.31,$0.00,$36.31,Physical Good
27/07/2024,11:08:53,Beverages,Tea - Lipton,1,$4.54,$0.00,$4.54,Physical Good
27/07/2024,11:08:53,Beverages,Water - Bottle,1,$2.72,$0.00,$2.72,Physical Good
27/07/2024,11:07:10,None,Dino Baby,2,$77.23,-$50.00,$27.23,Physical Good
27/07/2024,11:05:35,Couple,Couple - Avo Duck,1,$54.16,-$45.83,$8.33,Physical Good
27/07/2024,11:05:35,Beverages,Tea - Lipton,1,$4.92,-$4.17,$0.75,Physical Good
26/07/2024,23:15:42,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,23:15:42,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,22:39:04,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,22:39:04,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,22:12:34,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,Physical Good
26/07/2024,21:57:08,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,21:57:08,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,21:34:42,None,Tea - C2,1,$4.08,$0.00,$4.08,Physical Good
26/07/2024,21:21:43,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,Physical Good
26/07/2024,21:21:28,None,Cat - Milk Bottle,1,$40.84,$0.00,$40.84,Physical Good
26/07/2024,21:20:00,None,Stitch - Dragon Hat,1,$40.84,$0.00,$40.84,Physical Good
26/07/2024,21:10:39,None,Rabbit - Strawberry Bag,1,$31.77,$0.00,$31.77,Physical Good
26/07/2024,21:10:39,None,Dino - Small,1,$36.30,$0.00,$36.30,Physical Good
26/07/2024,20:49:04,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,20:49:04,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,20:46:09,None,Baby Dragon,1,$36.31,$0.00,$36.31,Physical Good
26/07/2024,20:45:55,Piggy,Piggy The Queen,1,$36.31,$0.00,$36.31,Physical Good
26/07/2024,20:07:57,None,Puppy - Glasses,1,$38.48,-$23.53,$14.95,Physical Good
26/07/2024,20:07:57,None,Naruto,1,$43.29,-$26.47,$16.82,Physical Good
26/07/2024,19:49:51,None,Bear Holder,1,$59.00,$0.00,$59.00,Physical Good
26/07/2024,19:49:51,None,Fox Nine Tailed - Large,1,$49.92,$0.00,$49.92,Physical Good
26/07/2024,19:08:03,Piggy,Piggy Bottle,1,$36.31,$0.00,$36.31,Physical Good
26/07/2024,19:08:03,None,Stitch - Dragon Hat,1,$40.84,$0.00,$40.84,Physical Good
26/07/2024,18:10:50,Piggy,Smile Bathtub Piggy,1,$36.30,$0.00,$36.30,Physical Good
26/07/2024,18:10:50,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,18:01:47,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,18:01:47,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,17:29:09,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,17:29:09,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Service
26/07/2024,17:25:25,None,Kaws,1,$45.38,$0.00,$45.38,Physical Good
26/07/2024,17:24:05,None,Angel - Small,1,$31.77,$0.00,$31.77,Physical Good
26/07/2024,17:23:23,None,Skull Panda - Rabbit Trainer,1,$45.38,$0.00,$45.38,Physical Good
26/07/2024,17:14:41,None,Rabbit - Glasses,1,$36.31,$0.00,$36.31,Physical Good
26/07/2024,17:14:28,None,Rabbit - Beanie 1,1,$36.31,$0.00,$36.31,Physical Good
