transaction_date,transaction_time,product_type,product_category,product_name,year_dp,weekday_dn,month_dp,week_of_month,opening_hour,closing_hour,time_of_day,total_sales,total_quantity,total_transactions,avg_order_revenue,hours_since_opening,hours_until_closing
2024-04-14,14:00:00.0000000,Physical Good,Figurines,Dino - Small,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Day,22.27,1,1,22.27,3,
2024-04-14,14:00:00.0000000,Physical Good,Figurines,Melody,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Day,25.449999999999999,1,1,25.449999999999999,3,
2024-04-14,14:00:00.0000000,Physical Good,Figurines,Pooh The Pot,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Day,31.82,2,1,31.82,3,
2024-04-14,14:00:00.0000000,Physical Good,Figurines,Teddy With Tote,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Day,25.449999999999999,1,1,25.449999999999999,3,
2024-04-14,14:00:00.0000000,Physical Good,Refund,Cat - Milk Bottle,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Day,-28.640000000000001,-1,1,-28.640000000000001,3,
2024-04-14,15:00:00.0000000,Physical Good,Figurines,Couple - Avo Duck,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Day,35,1,1,35,4,
2024-04-14,15:00:00.0000000,Physical Good,Figurines,Couple - Cat,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Day,35,1,1,35,4,
2024-04-14,15:00:00.0000000,Physical Good,Figurines,Kuromi - With Hat,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Day,28.640000000000001,1,1,28.640000000000001,4,
2024-04-14,15:00:00.0000000,Physical Good,Figurines,Rabbit - Fish,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Day,20.050000000000001,1,1,20.050000000000001,4,
2024-04-14,15:00:00.0000000,Physical Good,Figurines,Skull Panda 4,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Day,28.640000000000001,1,1,28.640000000000001,4,
2024-04-14,16:00:00.0000000,Physical Good,Figurines,Astronaut,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,44.539999999999999,2,2,22.27,,6
2024-04-14,16:00:00.0000000,Physical Good,Figurines,Bear - Astro,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,28.640000000000001,1,1,28.640000000000001,,6
2024-04-14,16:00:00.0000000,Physical Good,Figurines,Fox Nine Tailed - Small,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,22.27,1,1,22.27,,6
2024-04-14,16:00:00.0000000,Physical Good,Figurines,Kuromi - Clown,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,6
2024-04-14,16:00:00.0000000,Physical Good,Figurines,Kuromi - Evil Large,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,28.640000000000001,1,1,28.640000000000001,,6
2024-04-14,16:00:00.0000000,Physical Good,Figurines,Kuromi - Heart ,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,6
2024-04-14,16:00:00.0000000,Physical Good,Figurines,Kuromi - With Hat,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,28.640000000000001,1,1,28.640000000000001,,6
2024-04-14,16:00:00.0000000,Physical Good,Figurines,Piggy The Queen,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,22.91,1,1,22.91,,6
2024-04-14,16:00:00.0000000,Physical Good,Figurines,Pot Lady Small - 2,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,28.640000000000001,1,1,28.640000000000001,,6
2024-04-14,16:00:00.0000000,Physical Good,Figurines,Rabbit - Ice Cream,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,28.629999999999999,1,1,28.629999999999999,,6
2024-04-14,16:00:00.0000000,Physical Good,Figurines,Skull Panda 3,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,28.629999999999999,1,1,28.629999999999999,,6
2024-04-14,17:00:00.0000000,Physical Good,Figurines,Astronaut,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,20.050000000000001,1,1,20.050000000000001,,5
2024-04-14,17:00:00.0000000,Physical Good,Figurines,Dino - Small,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,20.050000000000001,1,1,20.050000000000001,,5
2024-04-14,17:00:00.0000000,Physical Good,Figurines,Dino Baby,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,25.449999999999999,1,1,25.449999999999999,,5
2024-04-14,17:00:00.0000000,Physical Good,Figurines,Doremon ,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,22.27,1,1,22.27,,5
2024-04-14,17:00:00.0000000,Physical Good,Figurines,Ducky - Star,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,5
2024-04-14,17:00:00.0000000,Physical Good,Figurines,Piggy Bottle,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,25.449999999999999,1,1,25.449999999999999,,5
2024-04-14,17:00:00.0000000,Physical Good,Figurines,Rabbit - Strawberry Bag,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,20.050000000000001,1,1,20.050000000000001,,5
2024-04-14,17:00:00.0000000,Physical Good,Figurines,Rabbit - Super,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,22.91,1,1,22.91,,5
2024-04-14,17:00:00.0000000,Physical Good,Figurines,Skull Panda 3,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,5
2024-04-14,18:00:00.0000000,Physical Good,Figurines,Couple - Cat,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,35,1,1,35,,4
2024-04-14,18:00:00.0000000,Physical Good,Figurines,Fox Nine Tailed - Small,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,22.27,1,1,22.27,,4
2024-04-14,18:00:00.0000000,Physical Good,Figurines,Ltd Ed - Lucky Skull Panda,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,31.5,1,1,31.5,,4
2024-04-14,18:00:00.0000000,Physical Good,Figurines,Luffy,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,22.27,1,1,22.27,,4
2024-04-14,20:00:00.0000000,Physical Good,Service,Gloss Varnish,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,5.7300000000000004,2,1,5.7300000000000004,,2
2024-04-14,21:00:00.0000000,Physical Good,Figurines,Bear Brick - Heart,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,25.780000000000001,1,1,25.780000000000001,,1
2024-04-14,21:00:00.0000000,Physical Good,Figurines,Bear Brick - Heart Rainbow,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,1
2024-04-14,21:00:00.0000000,Physical Good,Figurines,Couple - Tomato,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,35,1,1,35,,1
2024-04-14,21:00:00.0000000,Physical Good,Service,Gloss Varnish,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Evening,3.1800000000000002,1,1,3.1800000000000002,,1
2024-04-14,22:00:00.0000000,Physical Good,Service,Gloss Varnish,2024,Sunday,4,2,11:00:00.0000000,22:00:00.0000000,Outside Hours,3.1800000000000002,1,1,3.1800000000000002,,
2024-04-15,12:00:00.0000000,Physical Good,Figurines,Baby Dragon,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,28.629999999999999,1,1,28.629999999999999,1,
2024-04-15,12:00:00.0000000,Physical Good,Figurines,Piggy Bottle,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,25.460000000000001,1,1,25.460000000000001,1,
2024-04-15,12:00:00.0000000,Service,Service,Gloss Varnish,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,6.3600000000000003,2,2,3.1800000000000002,1,
2024-04-15,13:00:00.0000000,Physical Good,Figurines,Couple - Avo Duck,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,35,1,1,35,2,
2024-04-15,13:00:00.0000000,Service,Service,Gloss Varnish,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,6.3600000000000003,2,2,3.1800000000000002,2,
2024-04-15,14:00:00.0000000,Physical Good,Figurines,Doremon ,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,22.27,1,1,22.27,3,
2024-04-15,14:00:00.0000000,Physical Good,Figurines,Luffy,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,22.27,1,1,22.27,3,
2024-04-15,14:00:00.0000000,Physical Good,Figurines,Sanrio Holder,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,15.91,1,1,15.91,3,
2024-04-15,14:00:00.0000000,Service,Service,Gloss Varnish,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,3.1800000000000002,1,1,3.1800000000000002,3,
2024-04-15,15:00:00.0000000,Physical Good,Figurines,Bear Brick - Rabbit,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,28.640000000000001,1,1,28.640000000000001,4,
2024-04-15,15:00:00.0000000,Physical Good,Figurines,Fox Nine Tailed - Small,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,22.27,1,1,22.27,4,
2024-04-15,15:00:00.0000000,Physical Good,Figurines,Laws,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,31.82,1,1,31.82,4,
2024-04-15,15:00:00.0000000,Physical Good,Figurines,Luffy,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,22.27,1,1,22.27,4,
2024-04-15,15:00:00.0000000,Service,Refund,Gloss Varnish,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,-3.1800000000000002,-1,1,-3.1800000000000002,4,
2024-04-15,15:00:00.0000000,Service,Service,Gloss Varnish,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Day,12.720000000000001,4,4,3.1800000000000002,4,
2024-04-15,17:00:00.0000000,Physical Good,Figurines,Astronaut,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,22.280000000000001,1,1,22.280000000000001,,5
2024-04-15,17:00:00.0000000,Physical Good,Figurines,Cat Lady - Bottle,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.449999999999999,1,1,25.449999999999999,,5
2024-04-15,17:00:00.0000000,Physical Good,Figurines,Couple - Avo Duck,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,35,1,1,35,,5
2024-04-15,17:00:00.0000000,Physical Good,Figurines,Ltd Ed - Rabbit Ducky,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,28.640000000000001,1,1,28.640000000000001,,5
2024-04-15,17:00:00.0000000,Physical Good,Figurines,Pot Lady Small - 2,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,5
2024-04-15,17:00:00.0000000,Service,Service,Gloss Varnish,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,13.77,4,4,3.4424999999999999,,5
2024-04-15,18:00:00.0000000,Physical Good,Figurines,Imperfect,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,15.91,1,1,15.91,,4
2024-04-15,18:00:00.0000000,Service,Refund,Gloss Varnish,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,-2.8599999999999999,-1,1,-2.8599999999999999,,4
2024-04-15,19:00:00.0000000,Physical Good,Figurines,Angel - Sleeping,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,28.640000000000001,1,1,28.640000000000001,,3
2024-04-15,19:00:00.0000000,Physical Good,Figurines,Couple - Avo Duck,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,70,2,2,35,,3
2024-04-15,19:00:00.0000000,Physical Good,Figurines,Skull Panda 5,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,3
2024-04-15,19:00:00.0000000,Service,Service,Gloss Varnish,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,9.0899999999999999,2,2,4.5449999999999999,,3
2024-04-15,20:00:00.0000000,Physical Good,Figurines,Ltd Ed - Shark Baby,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.449999999999999,1,1,25.449999999999999,,2
2024-04-15,20:00:00.0000000,Physical Good,Figurines,Rabbit - Strawberry Bag,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,22.27,1,1,22.27,,2
2024-04-15,20:00:00.0000000,Service,Service,Gloss Varnish,2024,Monday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,9.0999999999999996,2,2,4.5499999999999998,,2
2024-04-16,12:00:00.0000000,Physical Good,Figurines,Bear - Astro,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,28.629999999999999,1,1,28.629999999999999,1,
2024-04-16,12:00:00.0000000,Service,Service,Gloss Varnish,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,4.5499999999999998,1,1,4.5499999999999998,1,
2024-04-16,13:00:00.0000000,Physical Good,Figurines,Ducky - Star,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,28.629999999999999,1,1,28.629999999999999,2,
2024-04-16,13:00:00.0000000,Physical Good,Figurines,Melody,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,25.449999999999999,1,1,25.449999999999999,2,
2024-04-16,13:00:00.0000000,Service,Service,Gloss Varnish,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,9.0999999999999996,2,2,4.5499999999999998,2,
2024-04-16,14:00:00.0000000,Physical Good,Figurines,Couple - Tomato,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,31.5,1,1,31.5,3,
2024-04-16,14:00:00.0000000,Physical Good,Figurines,Dino - Disco,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,54.409999999999997,2,2,27.204999999999998,3,
2024-04-16,14:00:00.0000000,Physical Good,Figurines,Ltd Ed - LV Bear ,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,25.77,1,1,25.77,3,
2024-04-16,14:00:00.0000000,Physical Good,Figurines,Piggy Bottle,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,25.449999999999999,1,1,25.449999999999999,3,
2024-04-16,14:00:00.0000000,Physical Good,Figurines,Piggy Happy,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,22.91,1,1,22.91,3,
2024-04-16,14:00:00.0000000,Physical Good,Figurines,Rabbit - Strawberry Bag,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,20.050000000000001,1,1,20.050000000000001,3,
2024-04-16,14:00:00.0000000,Service,Service,Gloss Varnish,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,25.460000000000001,6,6,4.2433333333333332,3,
2024-04-16,16:00:00.0000000,Physical Good,Figurines,Fox Nine Tailed - Small,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,42.32,2,2,21.16,,6
2024-04-16,16:00:00.0000000,Physical Good,Figurines,Kaws,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,28.629999999999999,1,1,28.629999999999999,,6
2024-04-16,16:00:00.0000000,Physical Good,Figurines,Ltd Ed - Lucky Money,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,6
2024-04-16,16:00:00.0000000,Physical Good,Figurines,Ltd Ed - Rabbit Ducky,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,28.629999999999999,1,1,28.629999999999999,,6
2024-04-16,16:00:00.0000000,Physical Good,Figurines,Melody,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,22.91,1,1,22.91,,6
2024-04-16,16:00:00.0000000,Physical Good,Figurines,Pot Lady Large - 1,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25,1,1,25,,6
2024-04-16,16:00:00.0000000,Physical Good,Figurines,Sanrio Holder,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,14.32,1,1,14.32,,6
2024-04-16,16:00:00.0000000,Physical Good,Figurines,Skull Panda 2,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,6
2024-04-16,16:00:00.0000000,Service,Service,Gloss Varnish,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,32.280000000000001,7,7,4.6114285714285712,,6
2024-04-16,17:00:00.0000000,Physical Good,Figurines,Fox Nine Tailed - Large,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,28.640000000000001,1,1,28.640000000000001,,5
2024-04-16,17:00:00.0000000,Physical Good,Figurines,Fox Nine Tailed - Small,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,22.27,1,1,22.27,,5
2024-04-16,17:00:00.0000000,Physical Good,Figurines,Kuromi - Evil Large,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,5
2024-04-16,17:00:00.0000000,Physical Good,Figurines,Skull Panda 2,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,5
2024-04-16,17:00:00.0000000,Service,Service,Gloss Varnish,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,13.640000000000001,3,3,4.5466666666666669,,5
2024-04-16,18:00:00.0000000,Service,Service,Gloss Varnish,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,4.5499999999999998,1,1,4.5499999999999998,,4
2024-04-16,19:00:00.0000000,Physical Good,Figurines,Cute Dragon,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,22.27,1,1,22.27,,3
2024-04-16,19:00:00.0000000,Physical Good,Figurines,Piggy Bottle,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.460000000000001,1,1,25.460000000000001,,3
2024-04-16,19:00:00.0000000,Service,Service,Gloss Varnish,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,7.7300000000000004,2,2,3.8650000000000002,,3
2024-04-16,20:00:00.0000000,Physical Good,Figurines,Luffy,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,20.039999999999999,1,1,20.039999999999999,,2
2024-04-16,20:00:00.0000000,Physical Good,Figurines,Skull Panda 2,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.780000000000001,1,1,25.780000000000001,,2
2024-04-16,20:00:00.0000000,Service,Service,Gloss Varnish,2024,Tuesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,6.9499999999999993,2,2,3.4749999999999996,,2
2024-04-17,14:00:00.0000000,Physical Good,Figurines,Kuromi - Evil Large,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,28.629999999999999,1,1,28.629999999999999,3,
2024-04-17,14:00:00.0000000,Physical Good,Figurines,Kuromi - With Hat,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,28.629999999999999,1,1,28.629999999999999,3,
2024-04-17,14:00:00.0000000,Service,Service,Gloss Varnish,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,9.0999999999999996,2,2,4.5499999999999998,3,
2024-04-17,15:00:00.0000000,Physical Good,Beverages,Drink can,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,2.73,1,1,2.73,4,
2024-04-17,15:00:00.0000000,Physical Good,Figurines,Angel - Small,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,22.27,1,1,22.27,4,
2024-04-17,15:00:00.0000000,Physical Good,Figurines,Cat - Piggy,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,25.449999999999999,1,1,25.449999999999999,4,
2024-04-17,15:00:00.0000000,Physical Good,Figurines,Dino - Disco,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,25.77,1,1,25.77,4,
2024-04-17,15:00:00.0000000,Physical Good,Figurines,Kuromi - Clown,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,28.640000000000001,1,1,28.640000000000001,4,
2024-04-17,15:00:00.0000000,Physical Good,Figurines,Sanrio Holder,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,46.140000000000001,3,2,23.07,4,
2024-04-17,15:00:00.0000000,Physical Good,Figurines,Skull Panda 1,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,57.259999999999998,2,2,28.629999999999999,4,
2024-04-17,15:00:00.0000000,Service,Service,Gloss Varnish,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Day,35.920000000000002,8,8,4.4900000000000002,4,
2024-04-17,16:00:00.0000000,Physical Good,Figurines,Astronaut,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,22.27,1,1,22.27,,6
2024-04-17,16:00:00.0000000,Physical Good,Figurines,Bear Brick - OG,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,28.640000000000001,1,1,28.640000000000001,,6
2024-04-17,16:00:00.0000000,Physical Good,Figurines,Ducky - Star,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,28.640000000000001,1,1,28.640000000000001,,6
2024-04-17,16:00:00.0000000,Physical Good,Figurines,Kuromi - Evil Large,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,28.629999999999999,1,1,28.629999999999999,,6
2024-04-17,16:00:00.0000000,Physical Good,Figurines,Piggy The Queen,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.449999999999999,1,1,25.449999999999999,,6
2024-04-17,16:00:00.0000000,Physical Good,Figurines,Skull Panda 1,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,6
2024-04-17,16:00:00.0000000,Physical Good,Figurines,Skull Panda 5,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.77,1,1,25.77,,6
2024-04-17,16:00:00.0000000,Physical Good,Service,Gloss Varnish,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,9.0899999999999999,2,1,9.0899999999999999,,6
2024-04-17,16:00:00.0000000,Service,Service,Gloss Varnish,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,18.199999999999999,4,4,4.5499999999999998,,6
2024-04-17,17:00:00.0000000,Physical Good,Figurines,Ducky - Bag,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.449999999999999,1,1,25.449999999999999,,5
2024-04-17,17:00:00.0000000,Physical Good,Figurines,Piggy The Queen,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,25.449999999999999,1,1,25.449999999999999,,5
2024-04-17,18:00:00.0000000,Physical Good,Figurines,Imperfect,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,22.73,1,1,22.73,,4
2024-04-17,19:00:00.0000000,Physical Good,Figurines,Cinamonroll,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,22.27,1,1,22.27,,3
2024-04-17,19:00:00.0000000,Physical Good,Figurines,Dino - Disco,2024,Wednesday,4,3,11:00:00.0000000,22:00:00.0000000,Evening,28.629999999999999,1,1,28.629999999999999,,3
